央视频道,#genre#
爱体育,rtsp://118.212.169.134/PLTV/88888888/224/3221227315/10000100000000060000000001946406_0.smil
爱电影,rtsp://118.212.169.134/PLTV/88888888/224/3221227324/10000100000000060000000001946407_0.smil
爱大剧,rtsp://118.212.169.134/PLTV/88888888/224/3221227317/10000100000000060000000001946420_0.smil
爱生活,rtsp://118.212.169.134/PLTV/88888888/224/3221227331/10000100000000060000000001946546_0.smil
好学生,rtsp://118.212.169.134/PLTV/88888888/224/3221227340/10000100000000060000000001946548_0.smil
爱上4K,rtsp://118.212.169.134/PLTV/88888888/224/3221227353/10000100000000060000000001946632_0.smil

家庭频道,#genre#
精选,rtsp://118.212.169.134/PLTV/88888888/224/3221227342/10000100000000060000000001946549_0.smil
国学,rtsp://118.212.169.134/PLTV/88888888/224/3221227333/10000100000000060000000001946550_0.smil
戏曲,rtsp://118.212.169.134/PLTV/88888888/224/3221227344/10000100000000060000000001946551_0.smil
早教,rtsp://118.212.169.134/PLTV/88888888/224/3221227335/10000100000000060000000001946552_0.smil
动画,rtsp://118.212.169.134/PLTV/88888888/224/3221227337/10000100000000060000000001946553_0.smil
鉴赏,rtsp://118.212.169.134/PLTV/88888888/224/3221227346/10000100000000060000000001946554_0.smil
墨宝,rtsp://118.212.169.134/PLTV/88888888/224/3221227339/10000100000000060000000001946555_0.smil
光影,rtsp://118.212.169.134/PLTV/88888888/224/3221227348/10000100000000060000000001946562_0.smil
台球,rtsp://118.212.169.134/PLTV/88888888/224/3221227341/10000100000000060000000001946563_0.smil
美人,rtsp://118.212.169.134/PLTV/88888888/224/3221227343/10000100000000060000000001946564_0.smil
武术,rtsp://118.212.169.134/PLTV/88888888/224/3221227350/10000100000000060000000001946565_0.smil
高网,rtsp://118.212.169.134/PLTV/88888888/224/3221227352/10000100000000060000000001946566_0.smil
足球,rtsp://118.212.169.134/PLTV/88888888/224/3221227345/10000100000000060000000001946567_0.smil
军事,rtsp://118.212.169.134/PLTV/88888888/224/3221227347/10000100000000060000000001946604_0.smil
地理,rtsp://118.212.169.134/PLTV/88888888/224/3221227354/10000100000000060000000001946605_0.smil
美妆,rtsp://118.212.169.134/PLTV/88888888/224/3221227356/10000100000000060000000001946606_0.smil
解密,rtsp://118.212.169.134/PLTV/88888888/224/3221227349/10000100000000060000000001946629_0.smil
星影,rtsp://118.212.169.134/PLTV/88888888/224/3221227351/10000100000000060000000001946630_0.smil
