央视频道,#genre#
健康养生,http://live.zhongping.jsinfo.net:6060/live/program/live/jkys8m/8000000/mnf.m3u8?m3u8_level=2
百变课堂,http://live.zhongping.jsinfo.net:6060/live/program/live/bbkt8m/8000000/mnf.m3u8?m3u8_level=2
看天下精选,http://live.zhongping.jsinfo.net:6060/live/program/live/ktxjx8m/8000000/mnf.m3u8?m3u8_level=2

付费频道,#genre#
华语影院,http://live.zhongping.jsinfo.net:6060/live/program/live/hyyy8m/8000000/mnf.m3u8?m3u8_level=2
电竞天堂,http://live.zhongping.jsinfo.net:6060/live/program/live/djtt8m/8000000/mnf.m3u8?m3u8_level=2
青春动漫,http://live.zhongping.jsinfo.net:6060/live/program/live/qcdm8m/8000000/mnf.m3u8?m3u8_level=2
宝宝动画,http://live.zhongping.jsinfo.net:6060/live/program/live/bbdh8m/8000000/mnf.m3u8?m3u8_level=2
星光影院,http://live.zhongping.jsinfo.net:6060/live/program/live/xgyy8m/8000000/mnf.m3u8?m3u8_level=2
谍战剧场,http://live.zhongping.jsinfo.net:6060/live/program/live/dzjc8m/8000000/mnf.m3u8?m3u8_level=2
全球大片,http://live.zhongping.jsinfo.net:6060/live/program/live/qqdp8m/8000000/mnf.m3u8?m3u8_level=2
热门剧场,http://live.zhongping.jsinfo.net:6060/live/program/live/rmjc8m/8000000/mnf.m3u8?m3u8_level=2
陶瓷高清,http://live.zhongping.jsinfo.net:6060/live/program/live/taocihd/8000000/mnf.m3u8?m3u8_level=2
中国教育-1,http://live.zhongping.jsinfo.net:6060/live/program/live/zgjy1t8m/8000000/mnf.m3u8?m3u8_level=2
中国教育-4,http://live.zhongping.jsinfo.net:6060/live/program/live/zgjy4hd8m/8000000/mnf.m3u8?m3u8_level=2
卡酷少儿,http://live.zhongping.jsinfo.net:6060/live/program/live/kkse8m/8000000/mnf.m3u8?m3u8_level=2
纪实科教,http://live.zhongping.jsinfo.net:6060/live/program/live/dajs8m/8000000/mnf.m3u8?m3u8_level=2
茶频道,http://live.zhongping.jsinfo.net:6060/live/program/live/cpdhdavs8m/8000000/mnf.m3u8?m3u8_level=2
足球高清,http://live.zhongping.jsinfo.net:6060/live/program/live/zqpd8m/8000000/mnf.m3u8?m3u8_level=2
炫动卡通,http://live.zhongping.jsinfo.net:6060/live/program/live/hhxd8m/8000000/mnf.m3u8?m3u8_level=2
